run_id,attempt,attempt_started_at,target_label,target_physical_area_m2,target_width_m,target_length_m,success,physical_contact,landing_accepted,rpc_latch_success,termination_reason,error_type,error_message,total_flight_steps,agent1_prepare_steps,cooperative_landing_steps,total_flight_duration_s,handoff_step,handoff_time_s,terminal_steps,terminal_duration_s,total_reward,agent1_match_percent_full_flight,agent1_pred_percent_full_flight,agent1_lost_percent_full_flight,bottom_live_match_percent_full_flight,bottom_confirmed_match_percent_full_flight,bottom_live_match_percent_landing_phase,bottom_confirmed_match_percent_landing_phase,bottom_pred_percent_landing_phase,bottom_lost_percent_landing_phase,landing_xy_euclidean_error_m,landing_xy_error_source,collision_xy_threshold_m,center_error_norm_first,center_error_norm_mean,center_error_norm_median,center_error_norm_best,center_error_norm_final,bottom_similarity_mean,bottom_similarity_best,bottom_similarity_final,target_bbox_area_norm_first,target_bbox_area_norm_handoff,target_bbox_area_norm_mean,target_bbox_area_norm_max,target_bbox_area_norm_final,range_valid_percent,range_reliable_percent,minimum_range_m,median_range_m,maximum_reliable_range_spread_m,descent_steps,hold_steps,climb_steps,average_horizontal_speed_mps,maximum_horizontal_speed_mps,average_vertical_command_mps,maximum_descent_command_mps,maximum_climb_command_mps,contact_similarity,contact_corner_similarity,contact_similarity_margin,target_collision_object,target_collision_matches_expected,agent1_model_sha256,agent2_model_sha256,models_unchanged_after_attempt
20260804_222336,11,2026-08-04T22:38:03,unspecified_target,,,,1,1,1,1,landing_collision_success,,,121,49,72,88.04599999997299,62,75.875,11,12.170999999972992,8009.9742860039505,100.0,0.0,0.0,96.69421487603306,81.81818181818181,98.61111111111111,97.22222222222223,1.3888888888888888,0.0,0.1181573894499349,collision_xy_combined,0.45,0.0,0.15583447612098847,0.09084490667011132,0.0,0.2209844524644682,0.9138302902214125,0.9850209951400757,0.7519633173942566,0.020671296296296295,0.19345178690744366,0.09409038968127129,0.19374379710453568,0.19374379710453568,91.66666666666667,88.88888888888889,0.05273643110935935,2.515774525822089,0.24398572675008312,68,4,0,1.0535294484340092,1.6,0.11364806330245401,0.35,,0.755435049533844,0.6996070146560669,0.0558280348777771,BP_X6M_C_1,1,c228b69f45473525ee98381dab957a720389a8a020c15da11c2a06b1fff37c75,f71a82307640a718a7d07163a1f2b31719417336f96d218a1f85141f0900fca7,1
20260804_222336,12,2026-08-04T22:39:31,unspecified_target,,,,1,1,1,1,landing_collision_success,,,121,49,72,87.98499999998603,60,74.17200000002049,13,13.812999999965541,8010.329370950981,99.17355371900827,0.8264462809917356,0.0,94.21487603305785,73.55371900826447,94.44444444444444,93.05555555555556,5.555555555555555,0.0,0.0705507154515542,collision_xy_combined,0.45,0.0,0.18131399667593834,0.10086671088222085,0.0,0.11122083738890332,0.9083641494320083,0.988381564617157,0.7330946326255798,0.01964699074074074,0.23419889417744005,0.10348524768208257,0.2369701331513138,0.2369701331513138,90.27777777777777,88.88888888888889,0.10140266046021727,2.6183979615861515,0.21902142427983107,69,3,0,0.9798339981105895,1.6,0.11310696367898748,0.35,,0.7392680644989014,0.7206540107727051,0.01861405372619629,BP_X6M_C_1,1,c228b69f45473525ee98381dab957a720389a8a020c15da11c2a06b1fff37c75,f71a82307640a718a7d07163a1f2b31719417336f96d218a1f85141f0900fca7,1
20260804_222336,13,2026-08-04T22:40:59,unspecified_target,,,,1,1,1,1,landing_collision_success,,,120,50,70,88.09400000004098,62,76.81300000008196,9,11.280999999959022,8009.797832971427,99.16666666666667,0.8333333333333334,0.0,93.33333333333333,79.16666666666667,95.71428571428571,90.0,4.285714285714286,0.0,0.06419668440113567,collision_xy_combined,0.45,0.0,0.1327355254686417,0.09635037778243588,0.0,0.08376047935174778,0.9023160420529851,0.9916378855705261,0.6239525079727173,0.017583912037037037,0.19873086591847958,0.09652235332127532,0.2599251901732192,0.2599251901732192,91.42857142857143,88.57142857142857,0.16243016869512528,2.660357892435977,0.21223595056417155,66,4,0,0.8956515609662995,1.6,0.11529070365428921,0.35,,0.6239525079727173,0.6625126600265503,-0.03856015205383301,BP_X6M_C_1,1,c228b69f45473525ee98381dab957a720389a8a020c15da11c2a06b1fff37c75,f71a82307640a718a7d07163a1f2b31719417336f96d218a1f85141f0900fca7,1
20260804_222336,14,2026-08-04T22:42:27,unspecified_target,,,,1,1,1,1,landing_collision_success,,,141,70,71,98.32799999997951,61,86.57799999997951,11,11.75,8010.649939778888,98.58156028368795,1.4184397163120568,0.0,93.61702127659575,87.23404255319149,92.95774647887323,90.14084507042253,7.042253521126761,0.0,0.1820684923202474,collision_xy_combined,0.45,0.0,0.13615545057014136,0.08083119753456242,0.0,0.23685115316663166,0.9006490669963195,0.9841969013214111,0.7344655990600586,0.020833333333333332,0.2053186335183741,0.09111758606657841,0.20562778765539338,0.20562778765539338,94.36619718309859,78.87323943661971,0.06349020992565999,2.6723918886286055,0.21227135811368836,69,2,0,0.9785289213221291,1.6,0.1176013821961594,0.35,,0.7598662376403809,0.6279349327087402,0.13193130493164062,BP_X6M_C_1,1,c228b69f45473525ee98381dab957a720389a8a020c15da11c2a06b1fff37c75,f71a82307640a718a7d07163a1f2b31719417336f96d218a1f85141f0900fca7,1
20260804_222336,15,2026-08-04T22:44:05,unspecified_target,,,,1,1,1,1,landing_collision_success,,,124,50,74,89.82799999997951,63,77.15700000000652,12,12.670999999972992,8008.991259153332,100.0,0.0,0.0,92.74193548387096,75.0,93.24324324324324,89.1891891891892,6.756756756756757,0.0,0.04554326672220105,collision_xy_combined,0.45,0.0,0.20643677992397405,0.11279874406774622,0.0,0.11793062210355847,0.8954032513565923,0.9885451197624207,0.5844733715057373,0.021527777777777778,0.1893934909240291,0.09470278650309194,0.1893934909240291,0.17776380467909247,94.5945945945946,87.83783783783784,0.10126572077865585,2.355397405999292,0.2468236747035868,68,6,0,0.9038856456719694,1.6,0.10810487245788444,0.35,,0.5823810696601868,0.6427261829376221,-0.0603451132774353,BP_X6M_C_1,1,c228b69f45473525ee98381dab957a720389a8a020c15da11c2a06b1fff37c75,f71a82307640a718a7d07163a1f2b31719417336f96d218a1f85141f0900fca7,1
20260804_222336,16,2026-08-04T22:45:35,unspecified_target,,,,1,1,1,1,landing_collision_success,,,124,50,74,90.67200000002049,64,78.21899999992456,11,12.453000000095926,8010.407111880133,100.0,0.0,0.0,95.16129032258064,77.41935483870968,97.29729729729729,93.24324324324324,2.7027027027027026,0.0,0.057259654855892274,collision_xy_combined,0.45,0.0,0.1404993220006695,0.08895771379367193,0.0,0.059111281329030436,0.9050702558256073,0.989392876625061,0.6231676340103149,0.020348668981481483,0.22766566698052984,0.10413598438106113,0.23495750791481745,0.23495750791481745,95.94594594594595,93.24324324324324,0.10693936576040046,2.4698241009326827,0.2131529232366547,73,1,0,0.964105541187876,1.6,0.10526876865206537,0.35,,0.6110490560531616,0.6036555767059326,0.007393479347229004,BP_X6M_C_1,1,c228b69f45473525ee98381dab957a720389a8a020c15da11c2a06b1fff37c75,f71a82307640a718a7d07163a1f2b31719417336f96d218a1f85141f0900fca7,1
20260804_222336,17,2026-08-04T22:47:06,unspecified_target,,,,1,1,1,1,landing_collision_success,,,125,50,75,90.56199999991804,60,74.98399999993853,16,15.577999999979511,8008.50066623215,99.2,0.8,0.0,95.2,81.6,98.66666666666667,96.0,1.3333333333333333,0.0,0.07907531747414616,collision_xy_combined,0.45,0.0,0.16781523514959923,0.10365575693228177,0.0,0.15154171694721108,0.9117652225622537,0.9866117238998413,0.790372371673584,0.02512008101851852,0.23340727883163304,0.10651446344797022,0.2365289274774356,0.2365289274774356,90.66666666666667,88.0,0.05896756264130056,2.514945179231641,0.2107018692606739,69,6,0,1.0740316162317995,1.6,0.10340526605745155,0.35,,0.7903724312782288,0.6964898109436035,0.09388262033462524,BP_X6M_C_1,1,c228b69f45473525ee98381dab957a720389a8a020c15da11c2a06b1fff37c75,f71a82307640a718a7d07163a1f2b31719417336f96d218a1f85141f0900fca7,1
20260804_222336,18,2026-08-04T22:48:36,unspecified_target,,,,1,1,1,1,landing_collision_success,,,125,49,76,91.35999999998603,60,74.90700000000652,17,16.45299999997951,8011.909103746919,100.0,0.0,0.0,96.0,76.8,97.36842105263158,94.73684210526316,2.6315789473684212,0.0,0.17530630597623734,collision_xy_combined,0.45,0.0,0.19200169889091726,0.09882178688564382,0.0,0.4145008895879414,0.9063873765513929,0.9922872185707092,0.7698753476142883,0.019991319444444444,0.23427558331931728,0.10173961063532286,0.23745422096412566,0.13023963261106475,89.47368421052632,82.89473684210526,0.07349362513745572,2.38589621769317,0.2332527212621729,65,11,0,0.9253207246619464,2.258413884241806,0.09732721916252844,0.35,,0.7762364149093628,0.6753881573677063,0.1008482575416565,BP_X6M_C_1,1,c228b69f45473525ee98381dab957a720389a8a020c15da11c2a06b1fff37c75,f71a82307640a718a7d07163a1f2b31719417336f96d218a1f85141f0900fca7,1
20260804_222336,19,2026-08-04T22:50:08,unspecified_target,,,,1,1,1,1,landing_collision_success,,,119,48,71,86.20300000009593,63,75.68700000003446,9,10.516000000061467,8011.945800120544,100.0,0.0,0.0,97.47899159663865,78.15126050420169,100.0,98.59154929577464,0.0,0.0,0.19251794801024255,collision_xy_combined,0.45,0.0,0.15691448751835446,0.08493681540312253,0.0,0.3524639078361932,0.9175892692612879,0.9988653659820557,0.7919440269470215,0.022738715277777776,0.2572987523284359,0.10314439917375086,0.260477684814944,0.19384090703709564,95.77464788732394,91.54929577464789,0.08995888503542002,2.480030579459121,0.24073898385380232,69,2,0,0.8559498233665879,1.6,0.1113736537245797,0.35,,0.7766619920730591,0.7738261222839355,0.002835869789123535,BP_X6M_C_1,1,c228b69f45473525ee98381dab957a720389a8a020c15da11c2a06b1fff37c75,f71a82307640a718a7d07163a1f2b31719417336f96d218a1f85141f0900fca7,1
20260804_222336,20,2026-08-04T22:51:34,unspecified_target,,,,1,1,1,1,landing_collision_success,,,121,50,71,87.43700000003446,62,76.09299999999348,10,11.344000000040978,8007.782646112849,99.17355371900827,0.8264462809917356,0.0,95.04132231404958,82.64462809917356,97.1830985915493,92.95774647887323,2.816901408450704,0.0,0.17025498390115643,collision_xy_combined,0.45,0.0,0.1253475748426216,0.08665438043777358,0.0,0.06350781989269687,0.9072803736254945,0.99125075340271,0.7745695114135742,0.019366319444444443,0.19559823221250014,0.0948249233856902,0.19602196526012247,0.19602196526012247,88.73239436619718,83.09859154929578,0.05528643254754677,2.775628746818919,0.1877271351172336,69,2,0,1.0450805738497742,1.6,0.11918307341845101,0.35,,0.7839441299438477,0.7235841751098633,0.060359954833984375,BP_X6M_C_1,1,c228b69f45473525ee98381dab957a720389a8a020c15da11c2a06b1fff37c75,f71a82307640a718a7d07163a1f2b31719417336f96d218a1f85141f0900fca7,1
20260804_222336,21,2026-08-04T22:53:02,unspecified_target,,,,1,1,1,1,landing_collision_success,,,120,49,71,87.46799999999348,64,77.65600000007544,8,9.811999999918044,8010.184930820294,100.0,0.0,0.0,96.66666666666667,81.66666666666667,100.0,98.59154929577464,0.0,0.0,0.08038520222843114,collision_xy_combined,0.45,0.0,0.1337778190553636,0.09542866595206584,0.0,0.06598318622344279,0.9141020496161161,0.9915902614593506,0.8231456279754639,0.01758101851851852,0.22345517105646684,0.09920741051282866,0.22376171868200698,0.22376171868200698,92.95774647887323,88.73239436619718,0.05212916410557396,2.6542655925573526,0.2359262889261271,67,4,0,1.0245896663793264,1.6,0.11491597234992913,0.35,,0.8231456279754639,0.6847332119941711,0.13841241598129272,BP_X6M_C_1,1,c228b69f45473525ee98381dab957a720389a8a020c15da11c2a06b1fff37c75,f71a82307640a718a7d07163a1f2b31719417336f96d218a1f85141f0900fca7,1
20260804_222336,22,2026-08-04T22:54:29,unspecified_target,,,,1,1,1,1,landing_collision_success,,,122,48,74,89.125,60,74.43800000008196,15,14.686999999918044,8009.377406745821,100.0,0.0,0.0,94.26229508196721,73.77049180327869,93.24324324324324,89.1891891891892,6.756756756756757,0.0,0.16127296920794504,collision_xy_combined,0.45,0.0,0.20220773110794038,0.09389703008848704,0.0,0.09220757896896978,0.912309572402127,0.9921949505805969,0.5547434091567993,0.013165509259259259,0.18651980220653058,0.09311765540888978,0.1867412358371984,0.1771883753155675,90.54054054054055,85.13513513513513,0.06063903354175268,2.3436525230535175,0.22095889044466954,66,8,0,0.9165827734687808,1.6,0.10545240000494428,0.35,,0.6369904279708862,0.5885906219482422,0.04839980602264404,BP_X6M_C_1,1,c228b69f45473525ee98381dab957a720389a8a020c15da11c2a06b1fff37c75,f71a82307640a718a7d07163a1f2b31719417336f96d218a1f85141f0900fca7,1
20260804_222336,23,2026-08-04T22:55:58,unspecified_target,,,,1,1,1,1,landing_collision_success,,,125,50,75,90.56300000008196,65,78.56300000008196,11,12.0,8009.589323677672,99.2,0.8,0.0,93.6,77.6,96.0,92.0,4.0,0.0,0.20281903131953416,collision_xy_combined,0.45,0.0,0.21966275668389632,0.101391861192038,0.0,0.6552318858747453,0.8994432670288159,0.9883947372436523,0.7911779880523682,0.015944733796296295,0.2597872799884883,0.10617800035728088,0.26019028997842086,0.15914307065392375,92.0,85.33333333333333,0.06439593895311793,2.5031170206578137,0.24958037066639793,67,8,0,1.0038023476105955,1.9852370547467415,0.11347935193280378,0.35,,0.7812294960021973,0.5865651965141296,0.19466429948806763,BP_X6M_C_1,1,c228b69f45473525ee98381dab957a720389a8a020c15da11c2a06b1fff37c75,f71a82307640a718a7d07163a1f2b31719417336f96d218a1f85141f0900fca7,1
20260804_222336,24,2026-08-04T22:57:29,unspecified_target,,,,1,1,1,1,landing_collision_success,,,121,49,72,88.15599999995902,61,75.45299999997951,12,12.702999999979511,8010.312645210477,98.34710743801652,1.6528925619834711,0.0,97.52066115702479,80.99173553719008,100.0,98.61111111111111,0.0,0.0,0.14980901647953865,collision_xy_combined,0.45,0.0,0.13138894020770175,0.0985450678686385,0.0,0.08151961439349549,0.9229556136048852,0.9907976388931274,0.8688417673110962,0.027922453703703703,0.22069544051709206,0.10405356884100332,0.22147744363008348,0.22147744363008348,94.44444444444444,87.5,0.06571023926736405,2.422003903365712,0.2301104661085347,68,4,0,1.0814269421264449,1.6,0.11485056523647572,0.35,,0.8688417673110962,0.7872456312179565,0.08159613609313965,BP_X6M_C_1,1,c228b69f45473525ee98381dab957a720389a8a020c15da11c2a06b1fff37c75,f71a82307640a718a7d07163a1f2b31719417336f96d218a1f85141f0900fca7,1
20260804_222336,25,2026-08-04T22:58:57,unspecified_target,,,,1,1,1,1,landing_collision_success,,,119,49,70,86.57800000009593,61,74.81200000003446,10,11.766000000061467,8009.848923169305,100.0,0.0,0.0,94.95798319327731,73.94957983193277,95.71428571428571,91.42857142857143,4.285714285714286,0.0,0.10570279751377536,collision_xy_combined,0.45,0.0,0.1563370429784066,0.10590277777777778,0.0,0.05384300195694925,0.9069170050555894,0.9902561902999878,0.6957989931106567,0.01880497685185185,0.23055633441866424,0.09970481483729954,0.231747317788983,0.231747317788983,98.57142857142857,94.28571428571429,0.06396066628507999,2.551714928353375,0.2030915429673068,69,1,0,0.925747721241325,1.6,0.11788204663246868,0.35,,0.674990177154541,0.6358518004417419,0.03913837671279907,BP_X6M_C_1,1,c228b69f45473525ee98381dab957a720389a8a020c15da11c2a06b1fff37c75,f71a82307640a718a7d07163a1f2b31719417336f96d218a1f85141f0900fca7,1
20260804_222336,26,2026-08-04T23:00:23,unspecified_target,,,,1,1,1,1,landing_collision_success,,,121,50,71,87.04699999990407,60,74.625,12,12.421999999904074,8011.05060668359,100.0,0.0,0.0,95.86776859504133,71.90082644628099,100.0,98.59154929577464,0.0,0.0,0.1519818092859198,collision_xy_combined,0.45,0.0,0.1530549512758313,0.08867238090889318,0.0,0.14940242335697995,0.9091563024629529,0.9869745969772339,0.8141450881958008,0.020910011574074076,0.2422501483457351,0.1045859645849573,0.24471485285993064,0.24471485285993064,91.54929577464789,88.73239436619718,0.0703571882534342,2.4690133058528225,0.18158899830541797,69,2,0,0.9715554322537878,1.6,0.11564912217288789,0.35,,0.8141452074050903,0.6560842990875244,0.15806090831756592,BP_X6M_C_1,1,c228b69f45473525ee98381dab957a720389a8a020c15da11c2a06b1fff37c75,f71a82307640a718a7d07163a1f2b31719417336f96d218a1f85141f0900fca7,1
20260804_222336,27,2026-08-04T23:01:50,unspecified_target,,,,1,1,1,1,landing_collision_success,,,121,50,71,87.71900000004098,60,74.89100000006147,12,12.827999999979511,8010.858728711676,100.0,0.0,0.0,95.86776859504133,78.51239669421487,100.0,98.59154929577464,0.0,0.0,0.07971616482616856,collision_xy_combined,0.45,0.0,0.15040933162394635,0.09031846965105522,0.0,0.0630999369631467,0.9076234896194038,0.988693118095398,0.8190009593963623,0.02343605324074074,0.20015653596493765,0.09486492466480184,0.20110277532648305,0.20110277532648305,92.95774647887323,80.28169014084507,0.08113079079590284,2.687222891026124,0.24798884103452457,67,4,0,0.9983401018282064,1.6,0.11592699126353563,0.35,,0.8190009593963623,0.7351138591766357,0.08388710021972656,BP_X6M_C_1,1,c228b69f45473525ee98381dab957a720389a8a020c15da11c2a06b1fff37c75,f71a82307640a718a7d07163a1f2b31719417336f96d218a1f85141f0900fca7,1
